Date,Time,Symbol,Company,Severity,Current_Price,Change_%,RSI,Volume_Ratio,Risk_Flags,Action_Required
2026-02-03,11:20,786,786,High,0,0,50,33244.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,786R,786R,High,0,0,50,198112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AABS,AABS,High,0,0,50,61.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AASM,AASM,High,0,0,50,14500.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AATM,AATM,High,0,0,50,1168.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ABL,ABL,High,0,0,50,40803.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ABOT,ABOT,High,0,0,50,1768.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ACIETF,ACIETF,High,0,0,50,8000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ACPL,ACPL,High,0,0,50,174112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ADAMS,ADAMS,High,0,0,50,730.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ADMM,ADMM,High,0,0,50,153597.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGHA,AGHA,High,0,0,50,2509086.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGIC,AGIC,High,0,0,50,3074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGICR2,AGICR2,High,0,0,50,350180.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGIL,AGIL,High,0,0,50,34130.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGL,AGL,High,0,0,50,348365.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGLNCPS,AGLNCPS,High,0,0,50,406.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGP,AGP,High,0,0,50,68181.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGSML,AGSML,High,0,0,50,140278.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AGTL,AGTL,High,0,0,50,34011.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AHCL,AHCL,High,0,0,50,1470094.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AHL,AHL,High,0,0,50,102015.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AICL,AICL,High,0,0,50,220692.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AIRLINK,AIRLINK,High,0,0,50,178363.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AKBL,AKBL,High,0,0,50,1133659.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AKDHL,AKDHL,High,0,0,50,1044.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AKDSL,AKDSL,High,0,0,50,1022840.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AKGL,AKGL,High,0,0,50,1314.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ALAC,ALAC,High,0,0,50,85683.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ALIFE,ALIFE,High,0,0,50,2799.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ALNRS,ALNRS,High,0,0,50,7725.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ALTN,ALTN,High,0,0,50,295907.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AMBL,AMBL,High,0,0,50,21095.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AMTEX,AMTEX,High,0,0,50,172454.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ANL,ANL,High,0,0,50,485118.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ANSM,ANSM,High,0,0,50,15857.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ANTM,ANTM,High,0,0,50,120.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,APL,APL,High,0,0,50,8123.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ARCTM,ARCTM,High,0,0,50,1436.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ARPAK,ARPAK,High,0,0,50,30.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ARPL,ARPL,High,0,0,50,41871.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ARUJ,ARUJ,High,0,0,50,24012.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASC,ASC,High,0,0,50,257566.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASHT,ASHT,High,0,0,50,1675.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASIC,ASIC,High,0,0,50,100.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASL,ASL,High,0,0,50,1718550.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASLCPS,ASLCPS,High,0,0,50,131.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASLPS,ASLPS,High,0,0,50,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASTL,ASTL,High,0,0,50,808339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ASTM,ASTM,High,0,0,50,12291.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ATBA,ATBA,High,0,0,50,12453.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ATIL,ATIL,High,0,0,50,2339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ATLH,ATLH,High,0,0,50,3887.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,ATRL,ATRL,High,0,0,50,503419.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AVN,AVN,High,0,0,50,1403520.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,AWTX,AWTX,High,0,0,50,11.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BAFL,BAFL,High,0,0,50,3259074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BAFS,BAFS,High,0,0,50,237.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BAHL,BAHL,High,0,0,50,765202.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BAPL,BAPL,High,0,0,50,14367.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BATA,BATA,High,0,0,50,8452.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BBFL,BBFL,High,0,0,50,623374.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BCL,BCL,High,0,0,50,16233.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BECO,BECO,High,0,0,50,6472792.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BELA,BELA,High,0,0,50,2707.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BERG,BERG,High,0,0,50,1356097.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BFAGRO,BFAGRO,High,0,0,50,198756.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BFBIO,BFBIO,High,0,0,50,144849.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BFMOD,BFMOD,High,0,0,50,8825.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BGL,BGL,High,0,0,50,659873.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BHAT,BHAT,High,0,0,50,8.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BIFO,BIFO,High,0,0,50,70580.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BIPL,BIPL,High,0,0,50,481731.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BLUEX,BLUEX,High,0,0,50,50497.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BML,BML,High,0,0,50,4486775.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BNL,BNL,High,0,0,50,1848322.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BNWM,BNWM,High,0,0,50,1037.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BOK,BOK,High,0,0,50,30324.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BOP,BOP,High,0,0,50,36965030.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BPL,BPL,High,0,0,50,690.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BRRG,BRRG,High,0,0,50,3206.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BTL,BTL,High,0,0,50,1323.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BUXL,BUXL,High,0,0,50,8887.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BWCL,BWCL,High,0,0,50,40841.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,BWHL,BWHL,High,0,0,50,58801.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CASH,CASH,High,0,0,50,911.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CCM,CCM,High,0,0,50,222.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CENI,CENI,High,0,0,50,1857.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CEPB,CEPB,High,0,0,50,865549.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CFL,CFL,High,0,0,50,162.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CHAS,CHAS,High,0,0,50,46556.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CHBL,CHBL,High,0,0,50,430974.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CHCC,CHCC,High,0,0,50,3019.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,11:20,CJPL,CJPL,High,0,0,50,70275.0,Abnormal volume spike (3x avg),Review immediately
