Time,Category,Source,Headline,Sentiment_Score,Sentiment,Market_Impact,URL
2026-02-01 00:02,National (Pakistan),DAWN Business,"Local gold plunges by Rs35,500 per tola",0.0,Neutral,Low,https://www.dawn.com/news/1970054/local-gold-plunges-by-rs35500-per-tola
2026-02-01 00:02,National (Pakistan),DAWN Business,Cuts in solar power benefits on the cards,0.103,Bullish,Low,https://www.dawn.com/news/1970055/cuts-in-solar-power-benefits-on-the-cards
2026-02-01 00:02,National (Pakistan),DAWN Business,Aurangzeb pushes SECP for faster market reforms,0.0,Neutral,Low,https://www.dawn.com/news/1970053/aurangzeb-pushes-secp-for-faster-market-reforms
2026-02-01 00:02,National (Pakistan),DAWN Business,"Industrialists, exporters welcome relief package",0.727,Bullish,High,https://www.dawn.com/news/1970052/industrialists-exporters-welcome-relief-package
2026-02-01 00:02,National (Pakistan),DAWN Business,Karachi Mayor Wahab orders KMC affairs probe after graft allegations surface,0.0,Neutral,Low,https://www.dawn.com/news/1969997/karachi-mayor-wahab-orders-kmc-affairs-probe-after-graft-allegations-surface
2026-02-01 00:02,National (Pakistan),DAWN Business,PM Shehbaz announces Rs4.4 cut in electricity rates for industries,-0.273,Bearish,Medium,https://www.dawn.com/news/1969891/pm-shehbaz-announces-rs44-cut-in-electricity-rates-for-industries
2026-02-01 00:02,National (Pakistan),DAWN Business,Weekly inflation rises 4.5pc,0.0,Neutral,Low,https://www.dawn.com/news/1970050/weekly-inflation-rises-45pc
2026-02-01 00:02,National (Pakistan),DAWN Business,Govt to hire experts to fast-track privatisation,0.0,Neutral,Low,https://www.dawn.com/news/1970051/govt-to-hire-experts-to-fast-track-privatisation
2026-02-01 00:02,National (Pakistan),DAWN Business,Trump nominates former US Fed official as next central bank chief,0.0,Neutral,Low,https://www.dawn.com/news/1969912/trump-nominates-former-us-fed-official-as-next-central-bank-chief
2026-02-01 00:02,National (Pakistan),DAWN Business,"KSE-100 closes in the green at 184,174.48 points on Friday",0.0,Neutral,Low,https://www.dawn.com/news/1969888/kse-100-closes-in-the-green-at-18417448-points-on-friday
2026-02-01 00:02,National (Pakistan),Express Tribune,Petrol remains unchanged as govt hikes high-speed diesel by Rs11.3,0.0,Neutral,Low,https://tribune.com.pk/story/2590124/petrol-remains-unchanged-as-govt-hikes-high-speed-diesel-by-rs113
2026-02-01 00:02,National (Pakistan),Express Tribune,Banks open as tax gap hits Rs374b,0.0,Neutral,Low,https://tribune.com.pk/story/2589997/banks-open-as-tax-gap-hits-rs374b
2026-02-01 00:02,National (Pakistan),Express Tribune,"Rupee remains resilient on China deals, remittance inflows",0.0,Neutral,Low,https://tribune.com.pk/story/2590057/rupee-remains-resilient-on-china-deals-remittance-inflows
2026-02-01 00:02,National (Pakistan),Express Tribune,Cabinet questions polymer notes,0.0,Neutral,Low,https://tribune.com.pk/story/2590000/cabinet-questions-polymer-notes
2026-02-01 00:02,National (Pakistan),Express Tribune,FinMin urges debt markets to cut bank dominance,-0.421,Bearish,Medium,https://tribune.com.pk/story/2589992/finmin-urges-debt-markets-to-cut-bank-dominance
2026-02-01 00:02,National (Pakistan),Express Tribune,Further decline in gold and silver prices across markets,0.0,Neutral,Low,https://tribune.com.pk/story/2590050/further-decline-in-gold-and-silver-prices-across-markets
