Time,Category,Source,Headline,Sentiment_Score,Sentiment,Market_Impact,URL
2026-02-03 14:44,National (Pakistan),DAWN Business,"KSE-100 up 1,800 points during early intraday trading on Tuesday",0.0,Neutral,Low,https://www.dawn.com/news/1970803/kse-100-up-1800-points-during-early-intraday-trading-on-tuesday
2026-02-03 14:44,National (Pakistan),DAWN Business,"Pakistan, Uzbekistan eye $2bn trade in two years",0.0,Neutral,Low,https://www.dawn.com/news/1970728/pakistan-uzbekistan-eye-2bn-trade-in-two-years
2026-02-03 14:44,National (Pakistan),DAWN Business,"Gold up 3pc in Asia to $4,820 an ounce, silver 5pc higher to $83.34 an ounce",0.0,Neutral,Low,https://www.dawn.com/news/1970799/gold-up-3pc-in-asia-to-4820-an-ounce-silver-5pc-higher-to-8334-an-ounce
2026-02-03 14:44,National (Pakistan),DAWN Business,"Oil falls on possible US-Iran de-escalation, firm dollar",0.0,Neutral,Low,https://www.dawn.com/news/1970809/oil-falls-on-possible-us-iran-de-escalation-firm-dollar
2026-02-03 14:44,National (Pakistan),DAWN Business,Uptick in exports after five months,0.0,Neutral,Low,https://www.dawn.com/news/1970726/uptick-in-exports-after-five-months
2026-02-03 14:44,National (Pakistan),DAWN Business,Urea sales  plunge to  six-year low,-0.273,Bearish,Medium,https://www.dawn.com/news/1970725/urea-sales-plunge-to-six-year-low
2026-02-03 14:44,National (Pakistan),DAWN Business,"Oil slides, gold loses lustre",-0.318,Bearish,Medium,https://www.dawn.com/news/1970723/oil-slides-gold-loses-lustre
2026-02-03 14:44,National (Pakistan),DAWN Business,KSE-100 rebounds after early sell-off to close over 800 points up,0.0,Neutral,Low,https://www.dawn.com/news/1970592/kse-100-rebounds-after-early-sell-off-to-close-over-800-points-up
2026-02-03 14:44,National (Pakistan),DAWN Business,Annual consumer price index rose 5.8pc year-on-year in January,0.0,Neutral,Low,https://www.dawn.com/news/1970633/annual-consumer-price-index-rose-58pc-year-on-year-in-january
2026-02-03 14:44,National (Pakistan),DAWN Business,NFC hits pause as working groups fail to meet,-0.837,Bearish,High,https://www.dawn.com/news/1970466/nfc-hits-pause-as-working-groups-fail-to-meet
2026-02-03 14:44,National (Pakistan),DAWN Business,The yellow metal road  to security,0.34,Bullish,Medium,https://www.dawn.com/news/1970562/the-yellow-metal-road-to-security
2026-02-03 14:44,National (Pakistan),DAWN Business,The technocratic illusion of why poverty exists,-0.511,Bearish,High,https://www.dawn.com/news/1970586/the-technocratic-illusion-of-why-poverty-exists
2026-02-03 14:44,National (Pakistan),DAWN Business,Equities end January on cautious note amid economic worries,-0.494,Bearish,Medium,https://www.dawn.com/news/1970360/equities-end-january-on-cautious-note-amid-economic-worries
2026-02-03 14:44,National (Pakistan),DAWN Business,"Trump says India will buy oil from Venezuela, not Iran",0.0,Neutral,Low,https://www.dawn.com/news/1970404/trump-says-india-will-buy-oil-from-venezuela-not-iran
2026-02-03 14:44,National (Pakistan),DAWN Business,World Bank to lend $379m for power transmission overhaul,0.0,Neutral,Low,https://www.dawn.com/news/1970363/world-bank-to-lend-379m-for-power-transmission-overhaul
2026-02-03 14:44,National (Pakistan),DAWN Business,"Diesel hiked by Rs11.30, petrol stays unchanged",0.0,Neutral,Low,https://www.dawn.com/news/1970312/diesel-hiked-by-rs1130-petrol-stays-unchanged
2026-02-03 14:44,National (Pakistan),DAWN Business,FBR’s tax collection rises 16pc in January,0.0,Neutral,Low,https://www.dawn.com/news/1970366/fbrs-tax-collection-rises-16pc-in-january
2026-02-03 14:44,National (Pakistan),DAWN Business,"Govt committed to reviving industry, says Haroon Akhtar",0.273,Bullish,Medium,https://www.dawn.com/news/1970362/govt-committed-to-reviving-industry-says-haroon-akhtar
