Date,Time,Symbol,Company,Severity,Current_Price,Change_%,RSI,Volume_Ratio,Risk_Flags,Action_Required
2026-02-03,02:23,786,786,High,0,0,50.0,33244.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,786R,786R,High,0,0,50.0,198112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AABS,AABS,High,0,0,50.0,61.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AASM,AASM,High,0,0,50.0,14500.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AATM,AATM,High,0,0,50.0,1168.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ABL,ABL,High,0,0,50.0,46307.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ABOT,ABOT,High,0,0,50.0,1768.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ACIETF,ACIETF,High,0,0,50.0,8000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ACPL,ACPL,High,0,0,50.0,174112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ADAMS,ADAMS,High,0,0,50.0,730.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ADMM,ADMM,High,0,0,50.0,153597.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGHA,AGHA,High,0,0,50.0,2509086.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGIC,AGIC,High,0,0,50.0,3074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGICR2,AGICR2,High,0,0,50.0,350180.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGIL,AGIL,High,0,0,50.0,34130.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGL,AGL,High,0,0,50.0,348365.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGLNCPS,AGLNCPS,High,0,0,50.0,406.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGP,AGP,High,0,0,50.0,68181.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGSML,AGSML,High,0,0,50.0,140278.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AGTL,AGTL,High,0,0,50.0,34011.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AHCL,AHCL,High,0,0,50.0,1470094.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AHL,AHL,High,0,0,50.0,102015.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AICL,AICL,High,0,0,50.0,220692.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AIRLINK,AIRLINK,High,0,0,50.0,835616.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AKBL,AKBL,High,0,0,50.0,1133659.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AKDHL,AKDHL,High,0,0,50.0,1044.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AKDSL,AKDSL,High,0,0,50.0,1022840.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AKGL,AKGL,High,0,0,50.0,1314.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ALAC,ALAC,High,0,0,50.0,85683.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ALIFE,ALIFE,High,0,0,50.0,2799.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ALNRS,ALNRS,High,0,0,50.0,7725.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ALTN,ALTN,High,0,0,50.0,295907.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AMBL,AMBL,High,0,0,50.0,21095.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AMTEX,AMTEX,High,0,0,50.0,172454.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ANL,ANL,High,0,0,50.0,485118.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ANSM,ANSM,High,0,0,50.0,15857.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ANTM,ANTM,High,0,0,50.0,120.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,APL,APL,High,0,0,50.0,34622.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ARCTM,ARCTM,High,0,0,50.0,1436.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ARPAK,ARPAK,High,0,0,50.0,30.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ARPL,ARPL,High,0,0,50.0,41871.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ARUJ,ARUJ,High,0,0,50.0,24012.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASC,ASC,High,0,0,50.0,257566.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASHT,ASHT,High,0,0,50.0,1675.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASIC,ASIC,High,0,0,50.0,100.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASL,ASL,High,0,0,50.0,1718550.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASLCPS,ASLCPS,High,0,0,50.0,131.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASLPS,ASLPS,High,0,0,50.0,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASTL,ASTL,High,0,0,50.0,808339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ASTM,ASTM,High,0,0,50.0,12291.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ATBA,ATBA,High,0,0,50.0,12453.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ATIL,ATIL,High,0,0,50.0,2339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ATLH,ATLH,High,0,0,50.0,3887.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,ATRL,ATRL,High,0,0,50.0,1002060.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AVN,AVN,High,0,0,50.0,674175.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,AWTX,AWTX,High,0,0,50.0,11.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BAFL,BAFL,High,0,0,50.0,3259074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BAFS,BAFS,High,0,0,50.0,237.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BAHL,BAHL,High,0,0,50.0,765202.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BAPL,BAPL,High,0,0,50.0,14367.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BATA,BATA,High,0,0,50.0,8452.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BBFL,BBFL,High,0,0,50.0,623374.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BCL,BCL,High,0,0,50.0,16233.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BECO,BECO,High,0,0,50.0,6472792.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BELA,BELA,High,0,0,50.0,2707.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BERG,BERG,High,0,0,50.0,1356097.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BFAGRO,BFAGRO,High,0,0,50.0,198756.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BFBIO,BFBIO,High,0,0,50.0,144849.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BFMOD,BFMOD,High,0,0,50.0,8825.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BGL,BGL,High,0,0,50.0,659873.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BHAT,BHAT,High,0,0,50.0,8.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BIFO,BIFO,High,0,0,50.0,70580.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BIPL,BIPL,High,0,0,50.0,481731.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BLUEX,BLUEX,High,0,0,50.0,50497.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BML,BML,High,0,0,50.0,4486775.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BNL,BNL,High,0,0,50.0,1848322.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BNWM,BNWM,High,0,0,50.0,1037.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BOK,BOK,High,0,0,50.0,30324.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BOP,BOP,High,0,0,50.0,29346333.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BPL,BPL,High,0,0,50.0,690.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BRRG,BRRG,High,0,0,50.0,3206.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BTL,BTL,High,0,0,50.0,1323.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,02:23,BUXL,BUXL,High,0,0,50.0,8887.0,Abnormal volume spike (3x avg),Review immediately
