Date,Time,Symbol,Company,Severity,Current_Price,Change_%,RSI,Volume_Ratio,Risk_Flags,Action_Required
2026-02-04,13:45,786,786,High,0,0,50,33244.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,786R,786R,High,0,0,50,198112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AABS,AABS,High,0,0,50,61.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AASM,AASM,High,0,0,50,14500.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AATM,AATM,High,0,0,50,1168.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ABL,ABL,High,0,0,50,55241.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ABOT,ABOT,High,0,0,50,1768.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ACIETF,ACIETF,High,0,0,50,8000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ACPL,ACPL,High,0,0,50,174112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ADAMS,ADAMS,High,0,0,50,730.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ADMM,ADMM,High,0,0,50,153597.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGHA,AGHA,High,0,0,50,2509086.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGIC,AGIC,High,0,0,50,3074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGICR2,AGICR2,High,0,0,50,350180.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGIL,AGIL,High,0,0,50,34130.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGL,AGL,High,0,0,50,348365.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGLNCPS,AGLNCPS,High,0,0,50,406.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGP,AGP,High,0,0,50,68181.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGSML,AGSML,High,0,0,50,140278.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AGTL,AGTL,High,0,0,50,34011.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AHCL,AHCL,High,0,0,50,1470094.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AHL,AHL,High,0,0,50,102015.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AICL,AICL,High,0,0,50,220692.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AIRLINK,AIRLINK,High,0,0,50,1102539.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AKBL,AKBL,High,0,0,50,1133659.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AKDHL,AKDHL,High,0,0,50,1044.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AKDSL,AKDSL,High,0,0,50,1022840.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AKGL,AKGL,High,0,0,50,1314.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ALAC,ALAC,High,0,0,50,85683.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ALIFE,ALIFE,High,0,0,50,2799.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ALNRS,ALNRS,High,0,0,50,7725.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ALTN,ALTN,High,0,0,50,295907.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AMBL,AMBL,High,0,0,50,21095.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,AMTEX,AMTEX,High,0,0,50,172454.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ANL,ANL,High,0,0,50,485118.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ANSM,ANSM,High,0,0,50,15857.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ANTM,ANTM,High,0,0,50,120.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,APL,APL,High,0,0,50,33855.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ARCTM,ARCTM,High,0,0,50,1436.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ARPAK,ARPAK,High,0,0,50,30.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ARPL,ARPL,High,0,0,50,41871.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ARUJ,ARUJ,High,0,0,50,24012.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASC,ASC,High,0,0,50,257566.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASHT,ASHT,High,0,0,50,1675.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASIC,ASIC,High,0,0,50,100.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASL,ASL,High,0,0,50,1718550.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASLCPS,ASLCPS,High,0,0,50,131.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASLPS,ASLPS,High,0,0,50,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASTL,ASTL,High,0,0,50,808339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ASTM,ASTM,High,0,0,50,12291.0,Abnormal volume spike (3x avg),Review immediately
2026-02-04,13:45,ATBA,ATBA,High,0,0,50,12453.0,Abnormal volume spike (3x avg),Review immediately
