Date,Time,Symbol,Company,Severity,Current_Price,Change_%,RSI,Volume_Ratio,Risk_Flags,Action_Required
2026-02-02,23:06,786,786,High,0,0,50,9527.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,786R,786R,High,0,0,50,198112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AABS,AABS,High,0,0,50,43.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AASM,AASM,High,0,0,50,14500.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AATM,AATM,High,0,0,50,856.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ABL,ABL,High,0,0,50,46307.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ABOT,ABOT,High,0,0,50,233.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ACIETF,ACIETF,High,0,0,50,4000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ACPL,ACPL,High,0,0,50,78590.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ADAMS,ADAMS,High,0,0,50,220.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ADMM,ADMM,High,0,0,50,58288.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGHA,AGHA,High,0,0,50,652792.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGIC,AGIC,High,0,0,50,2149.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGICR2,AGICR2,High,0,0,50,350180.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGIL,AGIL,High,0,0,50,5821.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGL,AGL,High,0,0,50,204080.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGP,AGP,High,0,0,50,13027.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGSML,AGSML,High,0,0,50,9791.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AGTL,AGTL,High,0,0,50,1635.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AHCL,AHCL,High,0,0,50,1470094.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AHL,AHL,High,0,0,50,62318.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AHTM,AHTM,High,0,0,50,7.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AICL,AICL,High,0,0,50,16109.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AIRLINK,AIRLINK,High,0,0,50,835616.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AKBL,AKBL,High,0,0,50,643469.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AKDHL,AKDHL,High,0,0,50,480.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AKDSL,AKDSL,High,0,0,50,417904.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AKGL,AKGL,High,0,0,50,44.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ALAC,ALAC,High,0,0,50,34054.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ALTN,ALTN,High,0,0,50,112923.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AMBL,AMBL,High,0,0,50,16602.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AMTEX,AMTEX,High,0,0,50,75692.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ANL,ANL,High,0,0,50,277020.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ANSM,ANSM,High,0,0,50,2000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ANTM,ANTM,High,0,0,50,111.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,APL,APL,High,0,0,50,34622.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ARPAK,ARPAK,High,0,0,50,502.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ARPL,ARPL,High,0,0,50,8366.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ARUJ,ARUJ,High,0,0,50,23307.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASC,ASC,High,0,0,50,35480.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASHT,ASHT,High,0,0,50,974.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASIC,ASIC,High,0,0,50,100.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASL,ASL,High,0,0,50,724201.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASLCPS,ASLCPS,High,0,0,50,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASLPS,ASLPS,High,0,0,50,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASTL,ASTL,High,0,0,50,274913.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ASTM,ASTM,High,0,0,50,1535.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ATBA,ATBA,High,0,0,50,6139.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ATIL,ATIL,High,0,0,50,2339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ATLH,ATLH,High,0,0,50,756.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,ATRL,ATRL,High,0,0,50,1002060.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AVN,AVN,High,0,0,50,674175.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,AWTX,AWTX,High,0,0,50,11.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BAFL,BAFL,High,0,0,50,979294.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BAFS,BAFS,High,0,0,50,40.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BAHL,BAHL,High,0,0,50,288773.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BAPL,BAPL,High,0,0,50,556.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BATA,BATA,High,0,0,50,1358.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BBFL,BBFL,High,0,0,50,108807.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BCL,BCL,High,0,0,50,7016.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BECO,BECO,High,0,0,50,1831853.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BELA,BELA,High,0,0,50,90.0,Abnormal volume spike (3x avg),Review immediately
2026-02-02,23:06,BERG,BERG,High,0,0,50,897700.0,Abnormal volume spike (3x avg),Review immediately
