Time,Category,Source,Headline,Sentiment_Score,Sentiment,Market_Impact,URL
2026-02-01 14:11,National (Pakistan),DAWN Business,Equities end January on cautious note amid economic worries,-0.494,Bearish,Medium,https://www.dawn.com/news/1970360/equities-end-january-on-cautious-note-amid-economic-worries
2026-02-01 14:11,National (Pakistan),DAWN Business,"Trump says India will buy oil from Venezuela, not Iran",0.0,Neutral,Low,https://www.dawn.com/news/1970404/trump-says-india-will-buy-oil-from-venezuela-not-iran
2026-02-01 14:11,National (Pakistan),DAWN Business,World Bank to lend $379m for power transmission overhaul,0.0,Neutral,Low,https://www.dawn.com/news/1970363/world-bank-to-lend-379m-for-power-transmission-overhaul
2026-02-01 14:11,National (Pakistan),DAWN Business,"Diesel hiked by Rs11.30, petrol stays unchanged",0.0,Neutral,Low,https://www.dawn.com/news/1970312/diesel-hiked-by-rs1130-petrol-stays-unchanged
2026-02-01 14:11,National (Pakistan),DAWN Business,FBR’s tax collection rises 16pc in January,0.0,Neutral,Low,https://www.dawn.com/news/1970366/fbrs-tax-collection-rises-16pc-in-january
2026-02-01 14:11,National (Pakistan),DAWN Business,"Govt committed to reviving industry, says Haroon Akhtar",0.273,Bullish,Medium,https://www.dawn.com/news/1970362/govt-committed-to-reviving-industry-says-haroon-akhtar
2026-02-01 14:11,National (Pakistan),DAWN Business,China factory activity loses steam,-0.318,Bearish,Medium,https://www.dawn.com/news/1970361/china-factory-activity-loses-steam
2026-02-01 14:11,National (Pakistan),DAWN Business,FPCCI chief raises alarm over abrupt super tax recovery,0.361,Bullish,Medium,https://www.dawn.com/news/1970364/fpcci-chief-raises-alarm-over-abrupt-super-tax-recovery
2026-02-01 14:11,National (Pakistan),DAWN Business,"Gold sheds Rs61,050 per tola in two days",0.0,Neutral,Low,https://www.dawn.com/news/1970365/gold-sheds-rs61050-per-tola-in-two-days
2026-02-01 14:11,National (Pakistan),DAWN Business,"Local gold plunges by Rs35,500 per tola",0.0,Neutral,Low,https://www.dawn.com/news/1970054/local-gold-plunges-by-rs35500-per-tola
2026-02-01 14:11,National (Pakistan),DAWN Business,Cuts in solar power benefits on the cards,0.103,Bullish,Low,https://www.dawn.com/news/1970055/cuts-in-solar-power-benefits-on-the-cards
2026-02-01 14:11,National (Pakistan),DAWN Business,Aurangzeb pushes SECP for faster market reforms,0.0,Neutral,Low,https://www.dawn.com/news/1970053/aurangzeb-pushes-secp-for-faster-market-reforms
2026-02-01 14:11,National (Pakistan),DAWN Business,"Industrialists, exporters welcome relief package",0.727,Bullish,High,https://www.dawn.com/news/1970052/industrialists-exporters-welcome-relief-package
2026-02-01 14:11,National (Pakistan),DAWN Business,Karachi Mayor Wahab orders KMC affairs probe after graft allegations surface,0.0,Neutral,Low,https://www.dawn.com/news/1969997/karachi-mayor-wahab-orders-kmc-affairs-probe-after-graft-allegations-surface
2026-02-01 14:11,National (Pakistan),DAWN Business,PM Shehbaz announces Rs4.4 cut in electricity rates for industries,-0.273,Bearish,Medium,https://www.dawn.com/news/1969891/pm-shehbaz-announces-rs44-cut-in-electricity-rates-for-industries
2026-02-01 14:11,National (Pakistan),DAWN Business,Weekly inflation rises 4.5pc,0.0,Neutral,Low,https://www.dawn.com/news/1970050/weekly-inflation-rises-45pc
2026-02-01 14:11,National (Pakistan),DAWN Business,Govt to hire experts to fast-track privatisation,0.0,Neutral,Low,https://www.dawn.com/news/1970051/govt-to-hire-experts-to-fast-track-privatisation
2026-02-01 14:11,National (Pakistan),DAWN Business,Trump nominates former US Fed official as next central bank chief,0.0,Neutral,Low,https://www.dawn.com/news/1969912/trump-nominates-former-us-fed-official-as-next-central-bank-chief
2026-02-01 14:11,National (Pakistan),DAWN Business,"KSE-100 closes in the green at 184,174.48 points on Friday",0.0,Neutral,Low,https://www.dawn.com/news/1969888/kse-100-closes-in-the-green-at-18417448-points-on-friday
2026-02-01 14:11,National (Pakistan),DAWN Business,Gold slumps 4pc as bets of a more hawkish Fed chair rise,0.0,Neutral,Low,https://www.dawn.com/news/1969892/gold-slumps-4pc-as-bets-of-a-more-hawkish-fed-chair-rise
2026-02-01 14:11,National (Pakistan),DAWN Business,"EU-India deal a wake-up call, say exporters",0.0,Neutral,Low,https://www.dawn.com/news/1969805/eu-india-deal-a-wake-up-call-say-exporters
2026-02-01 14:11,National (Pakistan),DAWN Business,Uplift AI announces $3.5m funding,0.0,Neutral,Low,https://www.dawn.com/news/1969895/uplift-ai-announces-35m-funding
2026-02-01 14:11,National (Pakistan),DAWN Business,Power bills to bite harder,0.0,Neutral,Low,https://www.dawn.com/news/1969804/power-bills-to-bite-harder
2026-02-01 14:11,National (Pakistan),DAWN Business,KP seeks Centre’s help amid loss of revenue due to border closure,0.103,Bullish,Low,https://www.dawn.com/news/1969801/kp-seeks-centres-help-amid-loss-of-revenue-due-to-border-closure
2026-02-01 14:11,National (Pakistan),DAWN Business,AD Ports to review cargo charges,-0.273,Bearish,Medium,https://www.dawn.com/news/1969828/ad-ports-to-review-cargo-charges
2026-02-01 14:11,National (Pakistan),DAWN Business,NA panel seeks PM’s intervention to resolve potato crop crisis,-0.361,Bearish,Medium,https://www.dawn.com/news/1969833/na-panel-seeks-pms-intervention-to-resolve-potato-crop-crisis
2026-02-01 14:11,National (Pakistan),DAWN Business,Petrol tax hike on cards to offset diesel price rise,0.0,Neutral,Low,https://www.dawn.com/news/1969803/petrol-tax-hike-on-cards-to-offset-diesel-price-rise
2026-02-01 14:11,National (Pakistan),DAWN Business,"Meltdown on PSX: index plunges over 6,000 points",0.0,Neutral,Low,https://www.dawn.com/news/1969806/meltdown-on-psx-index-plunges-over-6000-points
2026-02-01 14:11,National (Pakistan),DAWN Business,Power bills to bite harder in February; govt working on incentive tariff package,0.361,Bullish,Medium,https://www.dawn.com/news/1969867/power-bills-to-bite-harder-in-february-govt-working-on-incentive-tariff-package
2026-02-01 14:11,National (Pakistan),DAWN Business,"National Assembly panel seeks detailed report on PIA accord, employee safeguards",0.34,Bullish,Medium,https://www.dawn.com/news/1969865/national-assembly-panel-seeks-detailed-report-on-pia-accord-employee-safeguards
2026-02-01 14:11,National (Pakistan),Express Tribune,Public debt breaches limit by Rs17tr,-0.361,Bearish,Medium,https://tribune.com.pk/story/2590175/public-debt-breaches-limit-by-rs17tr
2026-02-01 14:11,National (Pakistan),Express Tribune,Export Refinance Scheme rate slashed to 4.5%,-0.226,Bearish,Medium,https://tribune.com.pk/story/2590178/export-refinance-scheme-rate-slashed-to-45
2026-02-01 14:11,National (Pakistan),Express Tribune,"Equities retreat on geopolitics, rate hold",0.202,Bullish,Medium,https://tribune.com.pk/story/2590180/equities-retreat-on-geopolitics-rate-hold
2026-02-01 14:11,National (Pakistan),Express Tribune,China firms eye agri investment in Pakistan,0.0,Neutral,Low,https://tribune.com.pk/story/2590183/china-firms-eye-agri-investment-in-pakistan
2026-02-01 14:11,National (Pakistan),Express Tribune,SBP promises action against banks,0.382,Bullish,Medium,https://tribune.com.pk/story/2590184/sbp-promises-action-against-banks
2026-02-01 14:11,National (Pakistan),Express Tribune,Warsh 'regime change' faces steep hurdles,0.0,Neutral,Low,https://tribune.com.pk/story/2590181/warsh-regime-change-faces-steep-hurdles
2026-02-01 14:11,National (Pakistan),Express Tribune,"Pakistan, Canada review BIT",0.0,Neutral,Low,https://tribune.com.pk/story/2590176/pakistan-canada-review-bit
2026-02-01 14:11,National (Pakistan),Express Tribune,HRL signs pact with Uzbekistan,0.0,Neutral,Low,https://tribune.com.pk/story/2590182/hrl-signs-pact-with-uzbekistan
2026-02-01 14:11,National (Pakistan),Express Tribune,Further decline in gold and silver prices across markets,0.0,Neutral,Low,https://tribune.com.pk/story/2590050/further-decline-in-gold-and-silver-prices-across-markets
2026-02-01 14:11,National (Pakistan),Express Tribune,Public debt breaches limit by Rs17tr,-0.361,Bearish,Medium,https://tribune.com.pk/story/2590175/public-debt-breaches-limit-by-rs17tr
2026-02-01 14:11,National (Pakistan),Express Tribune,Warsh 'regime change' faces steep hurdles,0.0,Neutral,Low,https://tribune.com.pk/story/2590181/warsh-regime-change-faces-steep-hurdles
2026-02-01 14:11,National (Pakistan),Express Tribune,'Ocean awareness critical for sustainable development',-0.318,Bearish,Medium,https://tribune.com.pk/story/2590177/ocean-awareness-critical-for-sustainable-development
2026-02-01 14:11,National (Pakistan),Express Tribune,"PSX rebounds to over 184,100 points",0.0,Neutral,Low,https://tribune.com.pk/story/2589995/psx-rebounds-to-over-184100-points
