Time,Category,Source,Headline,Sentiment_Score,Sentiment,Market_Impact,URL
2026-01-31 17:30,National (Pakistan),DAWN Business,"Local gold plunges by Rs35,500 per tola",0.0,Neutral,Low,https://www.dawn.com/news/1970054/local-gold-plunges-by-rs35500-per-tola
2026-01-31 17:30,National (Pakistan),DAWN Business,Cuts in solar power benefits on the cards,0.103,Bullish,Low,https://www.dawn.com/news/1970055/cuts-in-solar-power-benefits-on-the-cards
2026-01-31 17:30,National (Pakistan),DAWN Business,Aurangzeb pushes SECP for faster market reforms,0.0,Neutral,Low,https://www.dawn.com/news/1970053/aurangzeb-pushes-secp-for-faster-market-reforms
2026-01-31 17:30,National (Pakistan),DAWN Business,"Industrialists, exporters welcome relief package",0.727,Bullish,High,https://www.dawn.com/news/1970052/industrialists-exporters-welcome-relief-package
2026-01-31 17:30,National (Pakistan),DAWN Business,Karachi Mayor Wahab orders KMC affairs probe after graft allegations surface,0.0,Neutral,Low,https://www.dawn.com/news/1969997/karachi-mayor-wahab-orders-kmc-affairs-probe-after-graft-allegations-surface
2026-01-31 17:30,National (Pakistan),DAWN Business,PM Shehbaz announces Rs4.4 cut in electricity rates for industries,-0.273,Bearish,Medium,https://www.dawn.com/news/1969891/pm-shehbaz-announces-rs44-cut-in-electricity-rates-for-industries
2026-01-31 17:30,National (Pakistan),DAWN Business,Weekly inflation rises 4.5pc,0.0,Neutral,Low,https://www.dawn.com/news/1970050/weekly-inflation-rises-45pc
2026-01-31 17:30,National (Pakistan),DAWN Business,Govt to hire experts to fast-track privatisation,0.0,Neutral,Low,https://www.dawn.com/news/1970051/govt-to-hire-experts-to-fast-track-privatisation
2026-01-31 17:30,National (Pakistan),DAWN Business,Trump nominates former US Fed official as next central bank chief,0.0,Neutral,Low,https://www.dawn.com/news/1969912/trump-nominates-former-us-fed-official-as-next-central-bank-chief
2026-01-31 17:30,National (Pakistan),DAWN Business,"KSE-100 closes in the green at 184,174.48 points on Friday",0.0,Neutral,Low,https://www.dawn.com/news/1969888/kse-100-closes-in-the-green-at-18417448-points-on-friday
2026-01-31 17:30,National (Pakistan),Express Tribune,Banks open as tax gap hits Rs374b,0.0,Neutral,Low,https://tribune.com.pk/story/2589997/banks-open-as-tax-gap-hits-rs374b
2026-01-31 17:30,National (Pakistan),Express Tribune,"Rupee remains resilient on China deals, remittance inflows",0.0,Neutral,Low,https://tribune.com.pk/story/2590057/rupee-remains-resilient-on-china-deals-remittance-inflows
2026-01-31 17:30,National (Pakistan),Express Tribune,Cabinet questions polymer notes,0.0,Neutral,Low,https://tribune.com.pk/story/2590000/cabinet-questions-polymer-notes
2026-01-31 17:30,National (Pakistan),Express Tribune,FinMin urges debt markets to cut bank dominance,-0.421,Bearish,Medium,https://tribune.com.pk/story/2589992/finmin-urges-debt-markets-to-cut-bank-dominance
2026-01-31 17:30,National (Pakistan),Express Tribune,Open bidding for Islamabad Airport,0.0,Neutral,Low,https://tribune.com.pk/story/2589991/open-bidding-for-islamabad-airport
2026-01-31 17:30,National (Pakistan),Express Tribune,Further decline in gold and silver prices across markets,0.0,Neutral,Low,https://tribune.com.pk/story/2590050/further-decline-in-gold-and-silver-prices-across-markets
2026-01-31 17:30,National (Pakistan),Express Tribune,"PSX rebounds to over 184,100 points",0.0,Neutral,Low,https://tribune.com.pk/story/2589995/psx-rebounds-to-over-184100-points
2026-01-31 17:30,National (Pakistan),Express Tribune,Food prices keep inflation up,0.0,Neutral,Low,https://tribune.com.pk/story/2589999/food-prices-keep-inflation-up
2026-01-31 17:30,National (Pakistan),Express Tribune,"World Bank, PRA agree to digitalise tax system",0.361,Bullish,Medium,https://tribune.com.pk/story/2589993/world-bank-pra-agree-to-digitalise-tax-system
2026-01-31 17:30,National (Pakistan),Express Tribune,Standing committee orders Sindh to clear dues,0.382,Bullish,Medium,https://tribune.com.pk/story/2589996/standing-committee-orders-sindh-to-clear-dues
2026-01-31 17:30,National (Pakistan),The News,Catherine O'Hara's family annouces 'celebration of life' in honor of late star,0.494,Bullish,Medium,https://www.thenews.com.pk/latest/1390512-catherine-oharas-family-set-to-celebrate-actress-life-in-special-event
2026-01-31 17:30,National (Pakistan),The News,Laura Dern slams 'preventative botox' and ageism against women: 'It's tragic!',-0.509,Bearish,High,https://www.thenews.com.pk/latest/1390506-laura-dern-blasts-preventative-beauty-procedures-and-ageism
